marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
single,2nd phase - general contingent,1,Agronomy,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,"Specialists (science, law, etc.)",67.25,1,0,0,1,female,1,19,0,0,6,7,6,75.0,0,0,6,8,6,71.66666665,0,12.4,0.5,1.79,Graduate,73.333333325,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Oral Hygiene,daytime,Secondary,68.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,64.75,1,0,0,1,female,0,18,0,0,7,9,7,75.7777778,0,0,8,8,8,84.00000000000001,0,12.7,3.7,-1.7,Graduate,79.88888890000001,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,58.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),"Food, textile, & wood industry workers",Drivers & transport operators,56.60000000000001,1,0,1,1,female,0,20,0,0,6,8,6,53.333333350000004,0,0,6,7,6,59.2857143,0,11.1,0.6,2.02,Graduate,56.309523825,41-60,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,79.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,70.1,1,0,0,1,female,0,18,0,0,6,9,5,55.00000000000001,0,0,6,9,4,56.25,0,10.8,1.4,1.74,Dropout,55.625,41-60,70-100,Low,Medium,High
single,2nd phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary,64.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,59.599999999999994,1,0,0,1,female,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0-20,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,70.35,0,0,0,1,female,0,19,0,0,6,7,6,61.42857145,0,0,6,7,6,60.0,0,12.4,0.5,1.79,Graduate,60.714285724999996,61-80,70-100,Medium,Low,High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,70.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,71.15,1,0,0,1,female,0,18,0,0,8,8,8,64.14375,0,0,8,8,8,64.14375,0,9.4,-0.8,-3.12,Dropout,64.14375,61-80,70-100,Low,Very Low,Very Low
single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary,66.0,Italian,11th-grade,11th-grade,Other,Admin staff,64.95,1,0,0,1,female,0,18,1,0,6,6,6,63.33333335,0,0,6,8,5,72.0,0,7.6,2.6,0.32,Graduate,67.666666675,61-80,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,66.5,Portuguese,Secondary,Secondary,Farmers & agriculture,Skilled industry workers,67.4,1,0,0,1,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,0.0,0-20,50-70,Medium,Low,High
single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary,54.50000000000001,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Unskilled workers,52.05,1,0,1,0,female,1,21,0,0,6,16,2,65.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,32.5,21-40,50-70,Very High,High,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,67.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Personal services & sales,61.199999999999996,0,0,1,1,female,0,19,0,0,5,10,5,54.37499999999999,0,0,5,8,4,62.0,0,13.9,-0.3,0.79,Graduate,58.1875,41-60,50-70,High,Very Low,High
single,1st phase - general contingent,1,Management,daytime,Secondary,61.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,60.3,1,0,0,1,female,1,19,0,0,5,5,5,64.0,0,0,5,8,5,57.99999999999999,0,9.4,-0.8,-3.12,Graduate,61.0,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,3,Social Service,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Military professions,56.2,1,0,0,1,female,0,19,0,0,6,10,5,56.42857145,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,28.214285725,21-40,50-70,Very High,Low,Medium
single,Change of course,1,Tourism,daytime,Secondary,71.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,62.95,0,0,0,1,female,1,19,0,0,6,0,0,0.0,0,0,6,11,1,50.0,0,10.8,1.4,1.74,Dropout,25.0,21-40,50-70,Low,Medium,High
single,2nd phase - general contingent,2,Nursing,daytime,Secondary,65.5,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Personal services & sales,Skilled industry workers,59.20000000000001,1,0,0,1,female,1,20,0,0,7,9,6,68.83333334999999,0,0,8,9,8,68.7222222,0,16.2,0.3,-0.92,Dropout,68.777777775,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,3,Nursing,daytime,Secondary,69.5,Portuguese,General commerce course,General commerce course,Govt & executive leaders,Govt & executive leaders,65.4,1,0,0,0,female,0,18,0,0,8,9,6,63.79166665,1,0,8,9,6,63.79166665,1,9.4,-0.8,-3.12,Dropout,63.79166665,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,85.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Machine operators,Machine operators,88.35,1,0,0,1,female,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,70-100,Medium,Low,Very High
single,1st phase - general contingent,1,Communication Design,daytime,Secondary,91.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Personal services & sales,Skilled industry workers,78.4,1,0,0,1,female,0,18,0,0,6,6,6,63.33333335,0,0,6,8,6,66.25,0,10.8,1.4,1.74,Graduate,64.791666675,61-80,70-100,Low,Medium,High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Skilled industry workers,63.4,0,0,0,1,female,0,18,0,0,6,13,6,60.0,0,0,6,16,4,63.74999999999999,0,11.1,0.6,2.02,Enrolled,61.875,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,71.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Personal services & sales,Skilled industry workers,64.0,0,0,0,1,female,1,19,0,0,6,8,6,61.25000000000001,0,0,6,8,6,60.0,0,16.2,0.3,-0.92,Graduate,60.625,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,2,Management,daytime,Secondary,59.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Admin staff,Personal services & sales,56.89999999999999,1,0,0,1,female,0,20,0,0,5,8,3,56.666666649999996,0,0,5,8,5,61.0,0,7.6,2.6,0.32,Graduate,58.833333325,41-60,50-70,Very Low,High,Medium
single,2nd phase - general contingent,5,Nursing,daytime,Secondary,64.0,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,60.4,1,0,0,1,female,1,19,0,0,7,9,7,67.53571430000001,0,0,8,12,8,65.25000000000001,0,16.2,0.3,-0.92,Graduate,66.39285715000001,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,3,Nursing,daytime,Secondary,75.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Govt & executive leaders,Govt & executive leaders,65.4,1,0,0,1,female,0,18,0,0,8,8,7,68.07142855000001,0,0,8,8,7,68.07142855000001,0,12.7,3.7,-1.7,Graduate,68.07142855000001,61-80,50-70,Medium,Very High,Low
single,Over 23 years old,1,Tourism,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Govt & executive leaders,50.5,0,0,1,1,female,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0-20,50-70,Very High,High,Very Low
single,2nd phase - general contingent,5,Communication Design,daytime,Secondary,65.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,63.05,1,0,0,0,female,0,18,0,0,6,9,4,57.49999999999999,1,0,6,6,6,60.83333335,0,7.6,2.6,0.32,Graduate,59.166666674999995,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary,59.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,56.89999999999999,1,0,0,1,female,0,19,0,0,6,7,6,61.66666665,0,0,6,7,6,62.5,0,8.9,1.4,3.51,Graduate,62.083333325,61-80,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,2,Oral Hygiene,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Machine operators,59.150000000000006,1,0,0,1,female,1,19,0,0,7,7,7,59.85714285,0,0,8,8,8,72.1875,0,15.5,2.8,-4.06,Graduate,66.022321425,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,57.99999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Machine operators,63.95000000000001,0,0,1,0,female,1,20,0,0,5,12,2,65.0,1,0,5,13,2,57.49999999999999,0,9.4,-0.8,-3.12,Dropout,61.25,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,5,Nursing,daytime,Secondary,68.5,Portuguese,Secondary,Secondary,Personal services & sales,Admin staff,65.55,1,0,0,1,female,0,18,0,0,7,9,7,61.92857144999999,0,0,8,9,7,63.64285715,0,13.9,-0.3,0.79,Enrolled,62.785714299999995,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,4,Veterinary Nursing,daytime,Secondary,64.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Admin staff,Unskilled workers,58.95,1,0,0,1,female,0,20,0,0,5,12,2,67.5,0,0,5,12,5,56.42857145,1,10.8,1.4,1.74,Graduate,61.964285724999996,61-80,50-70,Low,Medium,High
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,61.5,Portuguese,Secondary,Secondary,Unskilled workers,Unskilled workers,57.85,1,0,0,1,female,0,21,0,0,6,8,6,60.83333335,0,0,6,7,6,66.42857144999999,0,11.1,0.6,2.02,Graduate,63.6309524,61-80,50-70,Medium,Low,Very High
married,Over 23 years old,1,Social Service (evening attendance),evening,11th-grade,55.00000000000001,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Skilled industry workers,Unskilled workers,60.0,0,0,0,1,female,0,42,0,0,6,6,6,58.33333335,0,0,6,6,6,68.33333335,0,10.8,1.4,1.74,Graduate,63.333333350000004,61-80,50-70,Low,Medium,High
single,2nd phase - general contingent,1,Equinculture,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",65.9,1,0,1,0,female,0,18,0,0,6,9,5,62.0,0,0,6,12,5,70.83333334999999,0,8.9,1.4,3.51,Enrolled,66.41666667499999,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Communication Design,daytime,Secondary,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,65.55,0,0,0,1,female,1,19,0,0,6,7,5,67.0,0,0,6,6,6,64.16666665000001,0,15.5,2.8,-4.06,Graduate,65.58333332500001,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,6,Tourism,daytime,Secondary,64.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,58.9,1,0,0,1,female,0,18,0,0,6,11,6,60.0,0,0,6,11,4,62.5,0,8.9,1.4,3.51,Graduate,61.25,61-80,50-70,Very Low,Medium,Very High
single,Ordinance No. 854-B/99,1,Veterinary Nursing,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,70.0,1,0,0,1,female,0,21,0,0,5,6,5,71.0,0,0,5,5,5,74.0,0,10.8,1.4,1.74,Graduate,72.5,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,54.0,0,0,0,1,female,1,20,0,0,6,8,6,60.62499999999999,0,0,6,7,6,72.14285715,0,16.2,0.3,-0.92,Graduate,66.383928575,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,66.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,61.45,1,0,0,1,female,0,20,0,0,7,7,7,69.2857143,0,0,7,7,7,66.42857144999999,0,11.1,0.6,2.02,Graduate,67.857142875,61-80,50-70,Medium,Low,Very High
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,65.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Unskilled workers,65.0,1,0,0,1,female,0,21,0,1,6,13,3,58.75,0,1,6,13,5,61.66666665,0,12.4,0.5,1.79,Enrolled,60.208333325,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,4,Nursing,daytime,Secondary,68.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,63.0,1,0,0,1,female,0,19,0,0,7,9,7,71.41666665,0,0,8,9,8,65.6277778,0,15.5,2.8,-4.06,Graduate,68.52222222500001,61-80,50-70,Very High,High,Very Low
single,Transfer,1,Social Service,daytime,Secondary,66.55,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Unskilled workers,67.0,0,0,0,1,female,0,21,0,10,13,21,11,66.36363635,0,6,11,13,9,65.0,0,7.6,2.6,0.32,Graduate,65.68181817499999,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Communication Design,daytime,Secondary,71.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Personal service workers,Unskilled industry & transport workers,67.15,1,1,0,1,female,0,19,0,0,6,6,6,73.33333334999999,0,0,6,7,6,75.7142857,0,8.9,1.4,3.51,Graduate,74.52380952499999,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Nursing,daytime,Secondary,74.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,69.35,0,0,0,1,female,1,19,0,0,7,10,7,75.575,0,0,8,10,8,75.46000000000001,0,15.5,2.8,-4.06,Graduate,75.51750000000001,61-80,50-70,Very High,High,Very Low
single,2nd phase - general contingent,2,Animation and Multimedia Design,daytime,Secondary,68.5,Portuguese,Secondary,Secondary,Admin staff,Govt & executive leaders,71.65,1,0,0,1,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0-20,70-100,Low,Very Low,Very Low
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Military professions,80.0,1,0,0,1,female,0,22,0,1,6,13,6,75.0,0,1,6,7,6,65.71428569999999,0,16.2,0.3,-0.92,Graduate,70.35714285,61-80,70-100,Very High,Low,Medium
single,1st phase - general contingent,2,Basic Education,daytime,Secondary,56.00000000000001,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Personal services & sales,55.50000000000001,0,0,0,1,female,0,21,0,0,6,8,5,65.99999999999999,0,0,6,9,5,71.66666665,0,9.4,-0.8,-3.12,Graduate,68.83333332499998,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,4,Tourism,daytime,Secondary,66.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Personal services & sales,Machine operators,64.25,1,0,0,1,female,1,18,0,0,6,14,2,55.00000000000001,0,0,6,14,3,51.66666665,0,7.6,2.6,0.32,Dropout,53.333333325000005,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,4,Nursing,daytime,Secondary,71.0,Portuguese,Secondary,Higher education (diploma),Govt & executive leaders,"Specialists (science, law, etc.)",66.5,0,0,0,1,female,1,20,0,0,8,8,7,72.82857145,0,0,8,8,7,72.82857145,0,10.8,1.4,1.74,Graduate,72.82857145,61-80,50-70,Low,Medium,High
single,2nd phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary,61.5,Portuguese,Unknown,Basic 1st cycle (4th-5th),Student,Student,57.3,1,0,1,0,female,0,18,0,0,5,8,3,60.0,0,0,5,6,4,53.75,0,7.6,2.6,0.32,Dropout,56.875,41-60,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,51.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Skilled industry workers,Unskilled workers,52.05,0,0,0,1,female,0,20,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0-20,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,4,Nursing,daytime,Secondary,70.0,Portuguese,Secondary,Secondary,Technicians & associate professionals,Technicians & associate professionals,63.800000000000004,1,0,0,1,female,0,23,0,0,7,7,6,68.98333335,0,0,8,11,7,68.875,0,12.4,0.5,1.79,Graduate,68.929166675,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,79.5,Portuguese,Secondary,Secondary,Technicians & associate professionals,Technicians & associate professionals,75.5,1,0,0,1,female,0,18,0,0,6,6,6,74.16666665,0,0,6,6,6,76.66666665000001,0,12.7,3.7,-1.7,Graduate,75.41666665,61-80,70-100,Medium,Very High,Low
single,Technological specialization diploma holders,1,Social Service,daytime,Technological specialization,70.0,Portuguese,Secondary,Secondary,Unskilled workers,Technicians & associate professionals,67.85,1,0,0,1,female,0,20,0,3,6,6,6,64.16666665000001,0,2,6,6,6,69.16666665,0,12.4,0.5,1.79,Graduate,66.66666665,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,1,Nursing,daytime,Secondary,74.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Unskilled workers,68.9,1,0,0,1,female,1,18,0,0,8,8,7,74.8142857,0,0,8,8,7,74.8142857,0,10.8,1.4,1.74,Graduate,74.8142857,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,6,Management,daytime,Secondary,56.00000000000001,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,58.650000000000006,1,0,0,1,female,0,20,0,0,5,8,4,60.0,0,0,5,8,5,55.99999999999999,0,11.1,0.6,2.02,Graduate,58.0,41-60,50-70,Medium,Low,Very High
single,3rd phase - general contingent,2,Nursing,daytime,Secondary,65.5,Portuguese,Secondary,Higher education (diploma),Technicians & associate professionals,"Specialists (science, law, etc.)",60.6,1,0,0,1,female,0,18,0,0,7,8,7,62.0,0,0,8,9,8,64.0,0,16.2,0.3,-0.92,Graduate,63.0,61-80,50-70,Very High,Low,Medium
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,72.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)",Govt & executive leaders,64.65,1,0,0,1,female,0,20,0,0,6,7,6,77.85714285,0,0,6,6,6,85.83333335,0,16.2,0.3,-0.92,Graduate,81.8452381,81-100,50-70,Very High,Low,Medium
single,1st phase - general contingent,5,Nursing,daytime,Secondary,66.55,Portuguese,Secondary,Secondary,Personal services & sales,Machine operators,61.5,1,0,0,1,female,0,19,0,0,8,8,7,68.57142855000001,0,0,8,8,7,68.57142855000001,0,12.7,3.7,-1.7,Graduate,68.57142855000001,61-80,50-70,Medium,Very High,Low
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,70.0,0,0,0,1,female,0,21,0,2,6,9,6,65.71428569999999,0,0,6,9,6,60.83333335,0,13.9,-0.3,0.79,Graduate,63.27380952499999,61-80,50-70,High,Very Low,High
married,Holders of other higher courses,1,Communication Design,daytime,Masters degree,70.0,Portuguese,Basic 1st cycle (4th-5th),Secondary,Unskilled workers,Skilled industry workers,70.0,0,0,0,1,female,0,33,0,0,6,7,6,75.0,0,0,6,8,3,55.00000000000001,0,11.1,0.6,2.02,Graduate,65.0,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,75.0,Portuguese,11th-grade,Bachelors degree,Admin staff,"Specialists (science, law, etc.)",72.3,0,0,1,0,female,0,24,0,0,5,6,1,65.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,32.5,21-40,70-100,Very Low,High,Medium
single,Change of course,1,Social Service,daytime,Secondary,60.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Technicians & associate professionals,59.150000000000006,0,0,0,1,female,1,20,0,8,11,12,11,60.0,0,6,11,14,11,63.74999999999999,0,13.9,-0.3,0.79,Graduate,61.875,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,4,Communication Design,daytime,Secondary,83.5,Portuguese,Secondary,Secondary,Skilled industry workers,Technicians & associate professionals,79.15,1,0,0,1,female,0,18,0,0,6,6,6,75.83333335,0,0,6,6,6,70.83333334999999,0,15.5,2.8,-4.06,Graduate,73.33333335,61-80,70-100,Very High,High,Very Low
single,Change of course,1,Social Service (evening attendance),evening,Higher education (diploma),66.55,Portuguese,Unknown,Unknown,Student,Student,50.0,0,0,1,1,female,0,29,0,1,6,9,4,60.0,0,1,6,13,2,52.5,0,7.6,2.6,0.32,Dropout,56.25,41-60,0-50,Very Low,High,Medium
